,league,team,overall,attack,midfield,defence,transfer_budget,players,fifa_edition,update
8053,GER-Bundesliga,TSG Hoffenheim,78,76,79,78,€28M,28,FIFA 19,"Apr 4, 2019"
8054,GER-Bundesliga,VfL Wolfsburg,78,77,78,77,€40M,32,FIFA 19,"Apr 4, 2019"
8055,GER-Bundesliga,Werder Bremen,77,76,78,76,€12M,32,FIFA 19,"Apr 4, 2019"
8056,GER-Bundesliga,Hertha BSC,77,78,75,76,€12M,32,FIFA 19,"Apr 4, 2019"
8057,GER-Bundesliga,VfB Stuttgart,76,75,77,74,€20M,28,FIFA 19,"Apr 4, 2019"
8058,GER-Bundesliga,FSV Mainz 05,75,74,75,75,€9.2M,32,FIFA 19,"Apr 4, 2019"
8059,GER-Bundesliga,Hannover 96,75,73,74,74,€10M,33,FIFA 19,"Apr 4, 2019"
8060,GER-Bundesliga,SC Freiburg,74,75,73,73,€10.5M,29,FIFA 19,"Apr 4, 2019"
8061,GER-Bundesliga,FC Augsburg,74,75,75,75,€9.5M,33,FIFA 19,"Apr 4, 2019"
8062,GER-Bundesliga,Fortuna Düsseldorf,73,73,73,73,€7.5M,33,FIFA 19,"Apr 4, 2019"
8063,GER-Bundesliga,Nürnberg,72,72,72,72,€5.4M,30,FIFA 19,"Apr 4, 2019"
8064,GER-Bundesliga,FC Bayern München,85,86,84,85,€100M,30,FIFA 19,"Apr 8, 2019"
8065,GER-Bundesliga,Borussia Dortmund,81,82,82,79,€60M,31,FIFA 19,"Apr 8, 2019"
8066,GER-Bundesliga,Bayer 04 Leverkusen,80,79,81,79,€39M,25,FIFA 19,"Apr 8, 2019"
8067,GER-Bundesliga,Borussia Mönchengladbach,79,81,78,78,€25M,29,FIFA 19,"Apr 8, 2019"
8068,GER-Bundesliga,RB Leipzig,79,80,79,78,€50M,32,FIFA 19,"Apr 8, 2019"
8069,GER-Bundesliga,Eintracht Frankfurt,78,81,77,77,€14.5M,33,FIFA 19,"Apr 8, 2019"
8070,GER-Bundesliga,Schalke 04,78,77,77,78,€42M,31,FIFA 19,"Apr 8, 2019"
8071,GER-Bundesliga,TSG Hoffenheim,78,76,79,78,€28M,28,FIFA 19,"Apr 8, 2019"
8072,GER-Bundesliga,VfL Wolfsburg,78,77,78,77,€40M,32,FIFA 19,"Apr 8, 2019"
8073,GER-Bundesliga,Werder Bremen,77,76,78,76,€12M,32,FIFA 19,"Apr 8, 2019"
8074,GER-Bundesliga,Hertha BSC,77,78,75,76,€12M,32,FIFA 19,"Apr 8, 2019"
8075,GER-Bundesliga,VfB Stuttgart,76,75,77,74,€20M,28,FIFA 19,"Apr 8, 2019"
8076,GER-Bundesliga,FSV Mainz 05,75,74,75,75,€9.2M,32,FIFA 19,"Apr 8, 2019"
8077,GER-Bundesliga,Hannover 96,75,73,74,74,€10M,33,FIFA 19,"Apr 8, 2019"
8078,GER-Bundesliga,SC Freiburg,74,75,73,73,€10.5M,29,FIFA 19,"Apr 8, 2019"
8079,GER-Bundesliga,FC Augsburg,74,75,75,75,€9.5M,33,FIFA 19,"Apr 8, 2019"
8080,GER-Bundesliga,Fortuna Düsseldorf,73,73,73,73,€7.5M,33,FIFA 19,"Apr 8, 2019"
8081,GER-Bundesliga,Nürnberg,72,72,72,72,€5.4M,30,FIFA 19,"Apr 8, 2019"
8082,GER-Bundesliga,FC Bayern München,85,85,85,85,€100M,30,FIFA 19,"Apr 11, 2019"
8083,GER-Bundesliga,Borussia Dortmund,81,82,82,79,€60M,31,FIFA 19,"Apr 11, 2019"
8084,GER-Bundesliga,Bayer 04 Leverkusen,80,80,81,79,€39M,25,FIFA 19,"Apr 11, 2019"
8085,GER-Bundesliga,Borussia Mönchengladbach,79,80,78,78,€25M,29,FIFA 19,"Apr 11, 2019"
8086,GER-Bundesliga,RB Leipzig,79,80,80,78,€50M,32,FIFA 19,"Apr 11, 2019"
8087,GER-Bundesliga,Eintracht Frankfurt,78,81,77,77,€14.5M,33,FIFA 19,"Apr 11, 2019"
8088,GER-Bundesliga,Schalke 04,78,77,77,78,€42M,33,FIFA 19,"Apr 11, 2019"
8089,GER-Bundesliga,TSG Hoffenheim,78,76,79,78,€28M,28,FIFA 19,"Apr 11, 2019"
8090,GER-Bundesliga,VfL Wolfsburg,78,77,78,77,€40M,32,FIFA 19,"Apr 11, 2019"
8091,GER-Bundesliga,Werder Bremen,77,77,78,76,€12M,32,FIFA 19,"Apr 11, 2019"
8092,GER-Bundesliga,Hertha BSC,77,78,75,76,€12M,32,FIFA 19,"Apr 11, 2019"
8093,GER-Bundesliga,VfB Stuttgart,76,75,76,75,€20M,28,FIFA 19,"Apr 11, 2019"
8094,GER-Bundesliga,FSV Mainz 05,75,74,75,75,€9.2M,32,FIFA 19,"Apr 11, 2019"
8095,GER-Bundesliga,Hannover 96,75,73,74,74,€10M,33,FIFA 19,"Apr 11, 2019"
8096,GER-Bundesliga,SC Freiburg,74,75,73,73,€10.5M,29,FIFA 19,"Apr 11, 2019"
8097,GER-Bundesliga,FC Augsburg,74,75,75,75,€9.5M,33,FIFA 19,"Apr 11, 2019"
8098,GER-Bundesliga,Fortuna Düsseldorf,73,73,73,73,€7.5M,32,FIFA 19,"Apr 11, 2019"
8099,GER-Bundesliga,Nürnberg,72,72,72,72,€5.4M,30,FIFA 19,"Apr 11, 2019"
8100,GER-Bundesliga,FC Bayern München,85,85,85,85,€100M,30,FIFA 19,"Apr 15, 2019"
8101,GER-Bundesliga,Borussia Dortmund,81,82,82,79,€60M,31,FIFA 19,"Apr 15, 2019"
8102,GER-Bundesliga,Bayer 04 Leverkusen,80,80,81,79,€39M,25,FIFA 19,"Apr 15, 2019"
8103,GER-Bundesliga,Borussia Mönchengladbach,79,80,78,78,€25M,29,FIFA 19,"Apr 15, 2019"
8104,GER-Bundesliga,RB Leipzig,79,80,80,78,€50M,32,FIFA 19,"Apr 15, 2019"
8105,GER-Bundesliga,Eintracht Frankfurt,78,81,77,77,€14.5M,33,FIFA 19,"Apr 15, 2019"
8106,GER-Bundesliga,Schalke 04,78,77,77,78,€42M,33,FIFA 19,"Apr 15, 2019"
8107,GER-Bundesliga,TSG Hoffenheim,78,76,79,78,€28M,28,FIFA 19,"Apr 15, 2019"
8108,GER-Bundesliga,VfL Wolfsburg,78,77,78,77,€40M,32,FIFA 19,"Apr 15, 2019"
8109,GER-Bundesliga,Werder Bremen,77,77,78,76,€12M,32,FIFA 19,"Apr 15, 2019"
8110,GER-Bundesliga,Hertha BSC,77,78,75,76,€12M,32,FIFA 19,"Apr 15, 2019"
8111,GER-Bundesliga,VfB Stuttgart,76,75,76,75,€20M,28,FIFA 19,"Apr 15, 2019"
8112,GER-Bundesliga,FSV Mainz 05,75,74,75,75,€9.2M,32,FIFA 19,"Apr 15, 2019"
8113,GER-Bundesliga,Hannover 96,75,73,74,74,€10M,33,FIFA 19,"Apr 15, 2019"
8114,GER-Bundesliga,SC Freiburg,74,75,73,73,€10.5M,29,FIFA 19,"Apr 15, 2019"
8115,GER-Bundesliga,FC Augsburg,74,75,75,75,€9.5M,33,FIFA 19,"Apr 15, 2019"
8116,GER-Bundesliga,Fortuna Düsseldorf,73,73,73,73,€7.5M,32,FIFA 19,"Apr 15, 2019"
8117,GER-Bundesliga,Nürnberg,72,72,72,72,€5.4M,30,FIFA 19,"Apr 15, 2019"
8118,GER-Bundesliga,FC Bayern München,85,85,85,85,€100M,30,FIFA 19,"Apr 16, 2019"
8119,GER-Bundesliga,Borussia Dortmund,81,82,82,79,€60M,31,FIFA 19,"Apr 16, 2019"
8120,GER-Bundesliga,Bayer 04 Leverkusen,80,80,81,79,€39M,25,FIFA 19,"Apr 16, 2019"
8121,GER-Bundesliga,Borussia Mönchengladbach,79,80,78,78,€25M,29,FIFA 19,"Apr 16, 2019"
8122,GER-Bundesliga,RB Leipzig,79,80,80,78,€50M,32,FIFA 19,"Apr 16, 2019"
8123,GER-Bundesliga,Eintracht Frankfurt,78,81,77,77,€14.5M,33,FIFA 19,"Apr 16, 2019"
8124,GER-Bundesliga,Schalke 04,78,77,77,78,€42M,33,FIFA 19,"Apr 16, 2019"
8125,GER-Bundesliga,TSG Hoffenheim,78,76,79,78,€28M,28,FIFA 19,"Apr 16, 2019"
8126,GER-Bundesliga,VfL Wolfsburg,78,77,78,77,€40M,32,FIFA 19,"Apr 16, 2019"
8127,GER-Bundesliga,Werder Bremen,77,77,78,76,€12M,32,FIFA 19,"Apr 16, 2019"
8128,GER-Bundesliga,Hertha BSC,77,78,75,76,€12M,32,FIFA 19,"Apr 16, 2019"
8129,GER-Bundesliga,VfB Stuttgart,76,75,76,75,€20M,28,FIFA 19,"Apr 16, 2019"
8130,GER-Bundesliga,FSV Mainz 05,75,74,75,75,€9.2M,32,FIFA 19,"Apr 16, 2019"
8131,GER-Bundesliga,Hannover 96,75,73,74,74,€10M,33,FIFA 19,"Apr 16, 2019"
8132,GER-Bundesliga,SC Freiburg,74,75,73,73,€10.5M,29,FIFA 19,"Apr 16, 2019"
8133,GER-Bundesliga,FC Augsburg,74,75,75,75,€9.5M,33,FIFA 19,"Apr 16, 2019"
8134,GER-Bundesliga,Fortuna Düsseldorf,73,73,73,73,€7.5M,32,FIFA 19,"Apr 16, 2019"
8135,GER-Bundesliga,Nürnberg,72,72,72,72,€5.4M,30,FIFA 19,"Apr 16, 2019"
8136,GER-Bundesliga,FC Bayern München,85,85,85,85,€100M,30,FIFA 19,"Apr 18, 2019"
8137,GER-Bundesliga,Borussia Dortmund,81,82,82,79,€60M,31,FIFA 19,"Apr 18, 2019"
8138,GER-Bundesliga,Bayer 04 Leverkusen,80,81,81,79,€39M,25,FIFA 19,"Apr 18, 2019"
8139,GER-Bundesliga,Borussia Mönchengladbach,79,80,78,78,€25M,29,FIFA 19,"Apr 18, 2019"
8140,GER-Bundesliga,RB Leipzig,79,80,80,78,€50M,32,FIFA 19,"Apr 18, 2019"
8141,GER-Bundesliga,Eintracht Frankfurt,78,79,78,77,€14.5M,33,FIFA 19,"Apr 18, 2019"
8142,GER-Bundesliga,Schalke 04,78,76,77,78,€42M,33,FIFA 19,"Apr 18, 2019"
8143,GER-Bundesliga,TSG Hoffenheim,78,76,79,78,€28M,28,FIFA 19,"Apr 18, 2019"
8144,GER-Bundesliga,VfL Wolfsburg,78,77,78,77,€40M,32,FIFA 19,"Apr 18, 2019"
8145,GER-Bundesliga,Werder Bremen,77,75,79,76,€12M,32,FIFA 19,"Apr 18, 2019"
8146,GER-Bundesliga,Hertha BSC,77,78,75,76,€12M,32,FIFA 19,"Apr 18, 2019"
8147,GER-Bundesliga,VfB Stuttgart,76,75,76,75,€20M,28,FIFA 19,"Apr 18, 2019"
8148,GER-Bundesliga,FSV Mainz 05,75,74,75,75,€9.2M,32,FIFA 19,"Apr 18, 2019"
8149,GER-Bundesliga,Hannover 96,75,73,74,74,€10M,33,FIFA 19,"Apr 18, 2019"
8150,GER-Bundesliga,SC Freiburg,74,75,73,72,€10.5M,29,FIFA 19,"Apr 18, 2019"
8151,GER-Bundesliga,FC Augsburg,74,74,74,76,€9.5M,33,FIFA 19,"Apr 18, 2019"
8152,GER-Bundesliga,Fortuna Düsseldorf,73,72,73,73,€7.5M,32,FIFA 19,"Apr 18, 2019"
8153,GER-Bundesliga,Nürnberg,72,72,72,72,€5.4M,30,FIFA 19,"Apr 18, 2019"
8154,GER-Bundesliga,FC Bayern München,85,85,85,85,€100M,30,FIFA 19,"Apr 23, 2019"
8155,GER-Bundesliga,Borussia Dortmund,81,82,82,79,€60M,31,FIFA 19,"Apr 23, 2019"
8156,GER-Bundesliga,Bayer 04 Leverkusen,80,81,81,79,€39M,25,FIFA 19,"Apr 23, 2019"
8157,GER-Bundesliga,Borussia Mönchengladbach,79,80,78,78,€25M,29,FIFA 19,"Apr 23, 2019"
8158,GER-Bundesliga,RB Leipzig,79,80,80,78,€50M,32,FIFA 19,"Apr 23, 2019"
8159,GER-Bundesliga,Eintracht Frankfurt,78,79,78,77,€14.5M,33,FIFA 19,"Apr 23, 2019"
8160,GER-Bundesliga,Schalke 04,78,76,77,78,€42M,33,FIFA 19,"Apr 23, 2019"
8161,GER-Bundesliga,TSG Hoffenheim,78,76,79,78,€28M,28,FIFA 19,"Apr 23, 2019"
8162,GER-Bundesliga,VfL Wolfsburg,78,77,78,77,€40M,32,FIFA 19,"Apr 23, 2019"
8163,GER-Bundesliga,Werder Bremen,77,75,79,76,€12M,32,FIFA 19,"Apr 23, 2019"
8164,GER-Bundesliga,Hertha BSC,77,78,75,76,€12M,32,FIFA 19,"Apr 23, 2019"
8165,GER-Bundesliga,VfB Stuttgart,76,75,76,75,€20M,28,FIFA 19,"Apr 23, 2019"
8166,GER-Bundesliga,FSV Mainz 05,75,74,75,75,€9.2M,32,FIFA 19,"Apr 23, 2019"
8167,GER-Bundesliga,Hannover 96,75,73,74,74,€10M,33,FIFA 19,"Apr 23, 2019"
8168,GER-Bundesliga,SC Freiburg,74,75,73,72,€10.5M,29,FIFA 19,"Apr 23, 2019"
8169,GER-Bundesliga,FC Augsburg,74,74,74,76,€9.5M,33,FIFA 19,"Apr 23, 2019"
8170,GER-Bundesliga,Fortuna Düsseldorf,73,72,73,73,€7.5M,32,FIFA 19,"Apr 23, 2019"
8171,GER-Bundesliga,Nürnberg,72,72,72,72,€5.4M,30,FIFA 19,"Apr 23, 2019"
8172,GER-Bundesliga,FC Bayern München,85,85,85,85,€100M,30,FIFA 19,"Apr 25, 2019"
8173,GER-Bundesliga,Borussia Dortmund,81,82,82,79,€60M,31,FIFA 19,"Apr 25, 2019"
8174,GER-Bundesliga,Bayer 04 Leverkusen,80,81,81,79,€39M,25,FIFA 19,"Apr 25, 2019"
8175,GER-Bundesliga,Borussia Mönchengladbach,79,80,78,78,€25M,29,FIFA 19,"Apr 25, 2019"
8176,GER-Bundesliga,RB Leipzig,79,80,80,78,€50M,32,FIFA 19,"Apr 25, 2019"
8177,GER-Bundesliga,Eintracht Frankfurt,78,80,78,77,€14.5M,33,FIFA 19,"Apr 25, 2019"
8178,GER-Bundesliga,Schalke 04,78,76,77,78,€42M,33,FIFA 19,"Apr 25, 2019"
8179,GER-Bundesliga,TSG Hoffenheim,78,77,79,79,€28M,28,FIFA 19,"Apr 25, 2019"
8180,GER-Bundesliga,VfL Wolfsburg,78,77,78,77,€40M,32,FIFA 19,"Apr 25, 2019"
8181,GER-Bundesliga,Werder Bremen,77,75,79,76,€12M,32,FIFA 19,"Apr 25, 2019"
8182,GER-Bundesliga,Hertha BSC,77,77,76,77,€12M,32,FIFA 19,"Apr 25, 2019"
8183,GER-Bundesliga,VfB Stuttgart,76,75,76,75,€20M,28,FIFA 19,"Apr 25, 2019"
8184,GER-Bundesliga,FSV Mainz 05,75,74,75,75,€9.2M,32,FIFA 19,"Apr 25, 2019"
8185,GER-Bundesliga,SC Freiburg,74,75,73,72,€10.5M,29,FIFA 19,"Apr 25, 2019"
8186,GER-Bundesliga,FC Augsburg,74,74,74,76,€9.5M,33,FIFA 19,"Apr 25, 2019"
8187,GER-Bundesliga,Hannover 96,74,73,74,74,€10M,33,FIFA 19,"Apr 25, 2019"
8188,GER-Bundesliga,Fortuna Düsseldorf,73,72,73,73,€7.5M,32,FIFA 19,"Apr 25, 2019"
8189,GER-Bundesliga,Nürnberg,72,72,72,72,€5.4M,30,FIFA 19,"Apr 25, 2019"
8190,GER-Bundesliga,FC Bayern München,85,85,85,85,€100M,30,FIFA 19,"Apr 29, 2019"
8191,GER-Bundesliga,Borussia Dortmund,81,82,82,79,€60M,31,FIFA 19,"Apr 29, 2019"
8192,GER-Bundesliga,Bayer 04 Leverkusen,80,81,81,79,€39M,25,FIFA 19,"Apr 29, 2019"
8193,GER-Bundesliga,Borussia Mönchengladbach,79,80,78,78,€25M,29,FIFA 19,"Apr 29, 2019"
8194,GER-Bundesliga,RB Leipzig,79,80,80,78,€50M,32,FIFA 19,"Apr 29, 2019"
8195,GER-Bundesliga,Eintracht Frankfurt,78,80,78,77,€14.5M,33,FIFA 19,"Apr 29, 2019"
8196,GER-Bundesliga,Schalke 04,78,76,77,78,€42M,33,FIFA 19,"Apr 29, 2019"
8197,GER-Bundesliga,TSG Hoffenheim,78,77,79,79,€28M,28,FIFA 19,"Apr 29, 2019"
8198,GER-Bundesliga,VfL Wolfsburg,78,77,78,77,€40M,32,FIFA 19,"Apr 29, 2019"
8199,GER-Bundesliga,Werder Bremen,77,75,79,76,€12M,32,FIFA 19,"Apr 29, 2019"
8200,GER-Bundesliga,Hertha BSC,77,77,76,77,€12M,32,FIFA 19,"Apr 29, 2019"
8201,GER-Bundesliga,VfB Stuttgart,76,75,76,75,€20M,28,FIFA 19,"Apr 29, 2019"
8202,GER-Bundesliga,FSV Mainz 05,75,74,75,75,€9.2M,32,FIFA 19,"Apr 29, 2019"
8203,GER-Bundesliga,SC Freiburg,74,75,73,72,€10.5M,29,FIFA 19,"Apr 29, 2019"
8204,GER-Bundesliga,FC Augsburg,74,74,74,76,€9.5M,33,FIFA 19,"Apr 29, 2019"
8205,GER-Bundesliga,Hannover 96,74,73,74,74,€10M,33,FIFA 19,"Apr 29, 2019"
8206,GER-Bundesliga,Fortuna Düsseldorf,73,72,73,73,€7.5M,32,FIFA 19,"Apr 29, 2019"
8207,GER-Bundesliga,Nürnberg,72,72,72,72,€5.4M,30,FIFA 19,"Apr 29, 2019"
8208,GER-Bundesliga,FC Bayern München,85,85,85,85,€100M,30,FIFA 19,"May 2, 2019"
8209,GER-Bundesliga,Borussia Dortmund,81,82,82,79,€60M,31,FIFA 19,"May 2, 2019"
8210,GER-Bundesliga,Bayer 04 Leverkusen,80,81,81,78,€39M,25,FIFA 19,"May 2, 2019"
8211,GER-Bundesliga,Borussia Mönchengladbach,79,80,78,78,€25M,29,FIFA 19,"May 2, 2019"
8212,GER-Bundesliga,RB Leipzig,79,80,80,78,€50M,32,FIFA 19,"May 2, 2019"
8213,GER-Bundesliga,Eintracht Frankfurt,78,80,78,77,€14.5M,33,FIFA 19,"May 2, 2019"
8214,GER-Bundesliga,Schalke 04,78,76,77,78,€42M,33,FIFA 19,"May 2, 2019"
8215,GER-Bundesliga,TSG Hoffenheim,78,77,79,79,€28M,28,FIFA 19,"May 2, 2019"
8216,GER-Bundesliga,VfL Wolfsburg,78,77,78,77,€40M,31,FIFA 19,"May 2, 2019"
8217,GER-Bundesliga,Werder Bremen,77,75,79,76,€12M,32,FIFA 19,"May 2, 2019"
8218,GER-Bundesliga,Hertha BSC,77,77,76,77,€12M,32,FIFA 19,"May 2, 2019"
8219,GER-Bundesliga,VfB Stuttgart,76,75,76,75,€20M,28,FIFA 19,"May 2, 2019"
8220,GER-Bundesliga,FSV Mainz 05,75,74,75,75,€9.2M,32,FIFA 19,"May 2, 2019"
8221,GER-Bundesliga,SC Freiburg,74,75,73,72,€10.5M,30,FIFA 19,"May 2, 2019"
8222,GER-Bundesliga,FC Augsburg,74,74,75,74,€9.5M,33,FIFA 19,"May 2, 2019"
8223,GER-Bundesliga,Hannover 96,74,73,74,74,€10M,33,FIFA 19,"May 2, 2019"
8224,GER-Bundesliga,Fortuna Düsseldorf,73,72,73,73,€7.5M,32,FIFA 19,"May 2, 2019"
8225,GER-Bundesliga,Nürnberg,72,73,72,72,€5.4M,30,FIFA 19,"May 2, 2019"
8226,GER-Bundesliga,FC Bayern München,85,85,85,85,€100M,30,FIFA 19,"May 7, 2019"
8227,GER-Bundesliga,Borussia Dortmund,81,82,82,79,€60M,31,FIFA 19,"May 7, 2019"
8228,GER-Bundesliga,Bayer 04 Leverkusen,80,81,81,78,€39M,25,FIFA 19,"May 7, 2019"
8229,GER-Bundesliga,Borussia Mönchengladbach,79,80,78,78,€25M,29,FIFA 19,"May 7, 2019"
8230,GER-Bundesliga,RB Leipzig,79,80,80,78,€50M,32,FIFA 19,"May 7, 2019"
8231,GER-Bundesliga,Eintracht Frankfurt,78,80,78,77,€14.5M,33,FIFA 19,"May 7, 2019"
8232,GER-Bundesliga,Schalke 04,78,76,77,78,€42M,33,FIFA 19,"May 7, 2019"
8233,GER-Bundesliga,TSG Hoffenheim,78,77,79,79,€28M,28,FIFA 19,"May 7, 2019"
8234,GER-Bundesliga,VfL Wolfsburg,78,77,78,77,€40M,31,FIFA 19,"May 7, 2019"
8235,GER-Bundesliga,Werder Bremen,77,75,79,76,€12M,32,FIFA 19,"May 7, 2019"
8236,GER-Bundesliga,Hertha BSC,77,77,76,77,€12M,32,FIFA 19,"May 7, 2019"
8237,GER-Bundesliga,VfB Stuttgart,76,75,76,75,€20M,28,FIFA 19,"May 7, 2019"
8238,GER-Bundesliga,FSV Mainz 05,75,74,75,75,€9.2M,32,FIFA 19,"May 7, 2019"
8239,GER-Bundesliga,SC Freiburg,74,75,73,72,€10.5M,30,FIFA 19,"May 7, 2019"
8240,GER-Bundesliga,FC Augsburg,74,74,75,74,€9.5M,33,FIFA 19,"May 7, 2019"
8241,GER-Bundesliga,Hannover 96,74,73,74,74,€10M,33,FIFA 19,"May 7, 2019"
8242,GER-Bundesliga,Fortuna Düsseldorf,73,72,73,73,€7.5M,32,FIFA 19,"May 7, 2019"
8243,GER-Bundesliga,Nürnberg,72,73,72,72,€5.4M,30,FIFA 19,"May 7, 2019"
8244,GER-Bundesliga,FC Bayern München,85,85,85,85,€100M,30,FIFA 19,"May 9, 2019"
8245,GER-Bundesliga,Borussia Dortmund,81,80,82,80,€60M,31,FIFA 19,"May 9, 2019"
8246,GER-Bundesliga,Bayer 04 Leverkusen,80,81,80,79,€39M,25,FIFA 19,"May 9, 2019"
8247,GER-Bundesliga,Borussia Mönchengladbach,79,80,78,78,€25M,29,FIFA 19,"May 9, 2019"
8248,GER-Bundesliga,RB Leipzig,79,80,80,78,€50M,32,FIFA 19,"May 9, 2019"
8249,GER-Bundesliga,Eintracht Frankfurt,78,80,78,77,€14.5M,33,FIFA 19,"May 9, 2019"
8250,GER-Bundesliga,Schalke 04,78,76,77,78,€42M,33,FIFA 19,"May 9, 2019"
8251,GER-Bundesliga,TSG Hoffenheim,78,77,79,79,€28M,28,FIFA 19,"May 9, 2019"
8252,GER-Bundesliga,VfL Wolfsburg,78,77,78,77,€40M,31,FIFA 19,"May 9, 2019"
8253,GER-Bundesliga,Werder Bremen,77,75,79,76,€12M,32,FIFA 19,"May 9, 2019"
8254,GER-Bundesliga,Hertha BSC,77,77,76,77,€12M,32,FIFA 19,"May 9, 2019"
8255,GER-Bundesliga,VfB Stuttgart,76,74,76,74,€20M,28,FIFA 19,"May 9, 2019"
8256,GER-Bundesliga,FSV Mainz 05,75,74,75,74,€9.2M,32,FIFA 19,"May 9, 2019"
8257,GER-Bundesliga,SC Freiburg,74,75,74,72,€10.5M,30,FIFA 19,"May 9, 2019"
8258,GER-Bundesliga,FC Augsburg,74,71,75,75,€9.5M,33,FIFA 19,"May 9, 2019"
8259,GER-Bundesliga,Hannover 96,74,73,74,74,€10M,33,FIFA 19,"May 9, 2019"
8260,GER-Bundesliga,Fortuna Düsseldorf,73,72,73,73,€7.5M,32,FIFA 19,"May 9, 2019"
8261,GER-Bundesliga,Nürnberg,72,73,72,72,€5.4M,30,FIFA 19,"May 9, 2019"
8262,GER-Bundesliga,FC Bayern München,85,85,85,85,€100M,30,FIFA 19,"May 23, 2019"
8263,GER-Bundesliga,Borussia Dortmund,81,82,82,79,€60M,31,FIFA 19,"May 23, 2019"
8264,GER-Bundesliga,Bayer 04 Leverkusen,80,81,81,78,€39M,25,FIFA 19,"May 23, 2019"
8265,GER-Bundesliga,Borussia Mönchengladbach,79,81,78,78,€25M,29,FIFA 19,"May 23, 2019"
8266,GER-Bundesliga,RB Leipzig,79,80,80,78,€50M,32,FIFA 19,"May 23, 2019"
8267,GER-Bundesliga,Eintracht Frankfurt,78,80,78,77,€14.5M,33,FIFA 19,"May 23, 2019"
8268,GER-Bundesliga,Schalke 04,78,76,77,78,€42M,33,FIFA 19,"May 23, 2019"
8269,GER-Bundesliga,TSG Hoffenheim,78,77,79,79,€28M,28,FIFA 19,"May 23, 2019"
8270,GER-Bundesliga,VfL Wolfsburg,78,77,78,77,€40M,31,FIFA 19,"May 23, 2019"
8271,GER-Bundesliga,Werder Bremen,77,75,79,76,€12M,32,FIFA 19,"May 23, 2019"
8272,GER-Bundesliga,Hertha BSC,77,77,76,77,€12M,32,FIFA 19,"May 23, 2019"
8273,GER-Bundesliga,VfB Stuttgart,76,75,76,75,€20M,28,FIFA 19,"May 23, 2019"
8274,GER-Bundesliga,FSV Mainz 05,75,74,76,74,€9.2M,32,FIFA 19,"May 23, 2019"
8275,GER-Bundesliga,SC Freiburg,74,75,73,74,€10.5M,30,FIFA 19,"May 23, 2019"
8276,GER-Bundesliga,FC Augsburg,74,74,74,76,€9.5M,33,FIFA 19,"May 23, 2019"
8277,GER-Bundesliga,Hannover 96,74,73,74,74,€10M,33,FIFA 19,"May 23, 2019"
8278,GER-Bundesliga,Fortuna Düsseldorf,73,74,73,73,€7.5M,32,FIFA 19,"May 23, 2019"
8279,GER-Bundesliga,Nürnberg,72,73,72,72,€5.4M,30,FIFA 19,"May 23, 2019"
8280,GER-Bundesliga,FC Bayern München,85,85,85,85,€100M,30,FIFA 19,"May 27, 2019"
8281,GER-Bundesliga,Borussia Dortmund,81,82,82,79,€60M,31,FIFA 19,"May 27, 2019"
8282,GER-Bundesliga,Bayer 04 Leverkusen,80,81,81,78,€39M,25,FIFA 19,"May 27, 2019"
8283,GER-Bundesliga,Borussia Mönchengladbach,79,81,78,78,€25M,29,FIFA 19,"May 27, 2019"
8284,GER-Bundesliga,RB Leipzig,79,80,80,78,€50M,32,FIFA 19,"May 27, 2019"
8285,GER-Bundesliga,Eintracht Frankfurt,78,80,78,77,€14.5M,33,FIFA 19,"May 27, 2019"
8286,GER-Bundesliga,Schalke 04,78,76,77,78,€42M,33,FIFA 19,"May 27, 2019"
8287,GER-Bundesliga,TSG Hoffenheim,78,77,79,79,€28M,28,FIFA 19,"May 27, 2019"
8288,GER-Bundesliga,VfL Wolfsburg,78,77,78,77,€40M,31,FIFA 19,"May 27, 2019"
8289,GER-Bundesliga,Werder Bremen,77,75,79,76,€12M,32,FIFA 19,"May 27, 2019"
8290,GER-Bundesliga,Hertha BSC,77,77,76,77,€12M,32,FIFA 19,"May 27, 2019"
8291,GER-Bundesliga,VfB Stuttgart,76,75,76,75,€20M,28,FIFA 19,"May 27, 2019"
8292,GER-Bundesliga,FSV Mainz 05,75,74,76,74,€9.2M,32,FIFA 19,"May 27, 2019"
8293,GER-Bundesliga,SC Freiburg,74,75,73,74,€10.5M,30,FIFA 19,"May 27, 2019"
8294,GER-Bundesliga,FC Augsburg,74,74,74,76,€9.5M,33,FIFA 19,"May 27, 2019"
8295,GER-Bundesliga,Hannover 96,74,73,74,74,€10M,33,FIFA 19,"May 27, 2019"
8296,GER-Bundesliga,Fortuna Düsseldorf,73,74,73,73,€7.5M,32,FIFA 19,"May 27, 2019"
8297,GER-Bundesliga,Nürnberg,72,73,72,72,€5.4M,30,FIFA 19,"May 27, 2019"
8298,GER-Bundesliga,FC Bayern München,85,85,85,85,€100M,30,FIFA 19,"May 30, 2019"
8299,GER-Bundesliga,Borussia Dortmund,81,82,82,79,€60M,31,FIFA 19,"May 30, 2019"
8300,GER-Bundesliga,Bayer 04 Leverkusen,80,81,81,78,€39M,25,FIFA 19,"May 30, 2019"
8301,GER-Bundesliga,Borussia Mönchengladbach,79,81,78,78,€25M,29,FIFA 19,"May 30, 2019"
8302,GER-Bundesliga,RB Leipzig,79,80,80,78,€50M,32,FIFA 19,"May 30, 2019"
8303,GER-Bundesliga,Eintracht Frankfurt,78,80,78,77,€14.5M,33,FIFA 19,"May 30, 2019"
